a11,a
a111,a
a6,a
aa6,a
aaa6,a
b11,a
b6,a
bb6,a
bbb6,a
c11,a
c6,a
cc6,a
ccc6,a
d11,a
d111,a
d6,a
dd6,a
ddd6,a
e11,a
e111,a
e6,a
ee6,a
eee6,a
f11,a
f111,a
f6,a
e01,a
e11,a
e111,a
e21,a
ee6,a
eee6,a
f01,a
f11,a
f111,a
f21,a
f6,a
ff6,a
fff6,a
g01,a
g11,a
g111,a
g21,a
g6,a
gg6,a
ggg6,a
h01,a
h11,a
h111,a
h21,a
h6,a
hh6,a
hhh6,a
i01,a
i11,a
i111,a
i21,a
i31,a
i6,a
ii6,a
iii6,a
j11,a
j21,a
j31,a
j6,a
jj6,a
jjj6,a
k01,a
k11,a
k111,a
k21,a
k31,a
k6,a
kk6,a
kkk6,a
l01,a
l11,a
l111,a
l21,a
l31,a
l6,a
ll6,a
lll6,a
m01,a
m11,a
m111,a
m21,a
m6,a
mm6,a
mmm6,a
n01,a
n11,a
n111,a
n21,a
n6,a
nn6,a
nnn6,a
o01,a
o11,a
o111,a
o31,a
o6,a
oo6,a
ooo6,a
p01,a
p11,a
p111,a
p6,a
ppp6,a
q01,a
q11,a
q111,a
q21,a
q31,a
q6,a
qq6,a
qqq6,a
r11,a
r111,a
r21,a
r31,a
r6,a
rr6,a
rrr6,a
s01,a
s11,a
s111,a
s21,a
s31,a
s6,a
ss6,a
sss6,a
t01,a
t11,a
t111,a
t21,a
t31,a
t6,a
tt6,a
ttt6,a
u01,a
u11,a
u111,a
u21,a
u31,a
u6,a
uu6,a
uuu6,a
v01,a
v11,a
v111,a
v21,a
v6,a
vv6,a
vvv6,a
w01,a
w11,a
w111,a
w21,a
w31,a
w6,a
ww6,a
www6,a
x01,a
x11,a
x111,a
x21,a
x31,a
x6,a
xx6,a
xxx6,a
y01,a
y11,a
y111,a
y31,a
y6,a
yy6,a
yyy6,a
z01,a
z11,a
z111,a
z21,a
z31,a
z6,a
zz6,a
zzz6,a

